Elevation,Aspect,Slope,Type
2888,136,14,1
2771,54,21,2
3070,201,15,2
3177,356,7,1
3054,50,23,1
3096,45,5,1
2611,18,2,2
3020,129,15,2
3018,91,13,2
3094,70,29,1
3113,90,9,2
3026,188,18,1
3151,11,4,1
2598,83,13,2
2530,332,8,2
3136,111,12,2
3206,18,5,1
2843,344,12,2
3292,330,19,2
2781,272,14,2
3073,135,1,2
2663,132,12,2
2899,160,31,2
2909,117,11,2
3132,340,15,1
2805,106,9,2
2837,123,18,2
3253,139,5,1
2892,86,4,2
3064,57,18,2
3111,50,12,2
3427,123,17,1
3259,45,11,1
3217,151,10,1
2982,86,10,1
2967,18,18,2
3076,6,13,2
2936,18,9,2
3058,99,12,2
3168,3,9,1
2813,3,18,2
3020,313,32,1
2708,141,16,2
2788,343,23,2
2945,106,14,1
3008,210,9,2
3004,69,13,1
2769,285,31,2
3195,310,28,1
2734,90,6,2
3230,238,7,1
3174,346,19,1
3426,217,5,1
2826,44,15,2
3236,27,14,1
2801,51,29,2
2784,57,10,2
3239,14,9,1
2549,31,11,2
2961,305,4,2
2937,40,11,2
2950,75,22,2
2807,196,16,2
2919,65,15,2
2650,354,37,2
2835,121,11,2
3265,247,8,1
3059,73,25,1
2572,322,9,2
3174,52,22,1
2724,14,19,2
2942,115,7,2
3136,79,13,2
3365,330,12,1
3166,333,10,1
2796,168,17,2
2900,228,13,2
2822,319,27,2
3099,320,4,2
2813,86,13,1
2843,21,16,2
2945,184,7,1
3014,264,2,2
2595,140,31,2
2929,81,15,2
3000,339,21,2
2873,2,16,2
3018,234,8,2
2992,322,19,1
2897,0,8,1
2988,112,3,1
2422,57,24,2
3086,21,23,1
3076,358,9,1
3052,331,6,2
2683,138,28,2
2937,349,12,2
3033,51,22,1
3259,305,24,1
3181,60,8,1
2978,11,4,2
3032,89,9,2
3110,217,5,2
3034,204,6,2
3168,220,20,1
3034,268,20,2
3262,83,8,2
2964,167,11,1
3268,254,18,2
2721,56,7,2
3100,228,13,2
2863,348,21,1
3262,27,12,1
3303,81,11,1
2824,333,13,2
2864,254,3,2
3116,342,10,1
3018,249,11,2
3339,132,27,1
2619,224,21,2
3109,331,6,2
3391,210,11,1
2741,43,9,2
3105,134,14,2
3254,305,6,2
3103,297,26,1
2978,117,4,1
3087,353,10,2
3201,58,4,1
2817,94,7,1
3225,41,10,1
3174,192,27,1
3404,135,13,1
3164,317,27,1
3302,257,12,2
2875,179,25,2
2997,59,11,2
3171,138,18,1
3139,289,14,2
3217,162,2,1
3296,267,23,1
3233,142,17,2
3146,90,8,1
2999,255,19,1
3356,21,6,2
2796,21,7,2
3244,166,15,1
2935,314,15,1
2976,60,5,2
2900,144,15,2
2909,337,5,1
3070,153,7,2
3172,202,9,1
3119,149,6,2
3226,81,5,1
3184,165,17,1
3034,235,13,2
2909,29,11,1
2733,21,21,2
3053,58,12,1
2903,85,8,2
2791,48,11,2
3159,263,33,2
2778,170,20,2
2727,54,11,2
3119,180,0,1
3090,46,24,2
3382,196,16,1
3084,12,29,1
3134,104,2,1
3229,332,14,1
3128,90,3,1
2672,71,24,2
2944,286,17,1
3152,262,5,2
3326,78,14,1
2528,106,4,2
3299,159,15,2
2945,50,13,2
2716,350,16,2
2643,120,19,2
3230,252,9,1
3191,93,9,1
3258,322,15,2
3062,235,18,2
3042,36,13,1
3330,51,33,1
2958,32,9,2
3106,21,8,2
3057,9,6,2
3036,224,13,2
2995,107,10,2
2869,81,6,1
3149,79,4,1
3178,221,4,1
2906,332,16,2
2945,76,15,2
3280,204,29,1
2982,106,14,2
2933,68,15,1
2837,169,4,2
3126,115,13,2
3365,188,21,1
3086,188,10,1
3029,39,10,1
3050,264,25,2
3020,15,8,2
3499,102,25,1
2995,268,6,2
3115,293,7,1
2971,254,4,2
3142,342,6,1
3144,182,24,1
2935,250,16,2
2863,27,10,2
3022,324,6,1
2814,299,11,1
3017,10,7,2
3253,313,11,1
2607,60,9,2
2812,67,13,2
3104,334,6,1
3446,88,34,1
2911,343,21,2
3224,230,14,1
3280,197,19,1
3160,63,22,1
3050,16,15,1
3011,47,18,2
2644,37,5,1
3063,252,19,2
2893,53,23,2
3031,170,9,1
3186,7,8,1
3205,0,0,1
2867,260,34,2
2955,97,6,2
2876,30,13,2
2929,208,11,2
2991,284,9,2
2917,32,26,1
2959,236,19,2
3255,39,10,1
2936,30,9,2
2888,51,9,2
2602,12,18,2
2695,106,37,2
3403,249,12,1
3308,245,11,1
3273,56,11,2
2815,108,5,2
2980,138,11,2
2778,193,4,2
2509,317,10,2
3219,299,27,1
3181,165,16,1
3081,36,6,1
3216,210,4,2
3199,56,15,1
2859,127,19,2
2985,162,9,2
3309,172,2,2
2958,99,12,2
3168,152,5,1
3088,135,7,1
3239,87,13,1
3153,142,8,1
2780,146,5,2
3185,303,16,1
3028,15,22,1
2949,52,11,2
2885,135,10,2
3056,128,11,1
2929,135,6,2
2978,341,17,2
3207,44,13,1
3058,79,15,1
3103,149,18,1
3232,116,37,1
3171,117,10,2
2834,90,9,2
3122,19,19,2
3239,129,18,1
3307,25,15,1
3096,22,17,1
3424,186,11,1
3227,20,14,1
3088,298,9,2
3166,86,7,1
2858,308,21,1
2959,44,15,2
2879,246,24,2
3235,263,17,1
3130,38,38,1
2817,45,11,2
3123,60,19,2
3237,68,5,1
3248,117,16,2
2823,118,5,1
3422,145,13,1
3260,36,8,1
3139,164,4,1
2811,201,22,1
3021,111,21,2
2786,298,16,2
3217,141,17,2
3385,165,7,1
2740,78,7,2
2730,50,23,2
2750,105,16,2
2952,297,3,2
2652,84,18,2
2800,70,14,2
2669,97,22,2
2537,26,21,2
2798,158,5,2
3042,101,15,1
2950,204,21,2
3269,284,8,2
2718,347,10,2
2910,83,19,2
2971,26,19,2
3301,288,6,1
3241,27,10,1
3082,25,18,1
3325,70,14,1
3369,167,13,1
2972,42,7,2
2962,339,18,2
3231,316,17,2
2827,79,15,2
3101,113,8,1
3166,322,16,1
3050,216,15,2
3118,173,15,2
3262,23,16,1
2624,174,10,2
3210,191,16,2
3077,355,15,2
3216,22,11,2
2893,308,11,2
2899,35,12,1
2923,109,9,2
3127,286,4,1
2766,22,13,2
2776,34,25,1
2702,318,13,2
2646,54,4,1
2629,71,11,2
3048,329,22,2
2993,104,10,2
3215,172,23,2
2856,39,9,2
2705,90,8,2
2778,43,8,2
3240,38,3,1
3277,247,18,2
3207,180,14,1
3538,38,21,1
3156,45,4,1
3044,27,13,2
2549,177,35,2
3298,15,7,1
3077,88,17,1
3060,297,20,1
2997,28,4,2
3232,295,18,1
2866,91,12,2
3284,90,4,2
3188,18,3,1
2861,305,15,2
2936,259,16,2
3145,304,19,1
3095,72,9,1
3305,239,18,2
3296,324,4,2
3363,279,5,1
2675,77,15,2
2929,83,24,1
3181,211,14,2
2809,16,4,2
3289,6,12,1
3214,351,24,1
3247,29,8,2
3118,232,24,2
3027,144,18,2
2994,194,9,2
2939,263,9,2
3316,163,7,1
2974,68,12,2
3073,101,5,2
2928,41,20,1
3163,0,11,1
2975,148,16,2
3200,18,5,1
3059,249,13,2
2715,295,27,2
3289,246,10,2
2956,326,21,1
3095,144,7,2
3236,138,6,2
3128,16,8,1
3243,302,9,1
3411,0,16,1
3206,20,16,1
3239,281,9,1
3047,344,3,2
2898,163,5,2
3185,159,27,2
2985,221,5,2
3206,61,7,1
3027,57,8,1
2949,294,6,2
3263,328,11,2
3044,30,13,2
2929,129,15,2
3093,132,17,1
3241,69,18,1
3058,84,29,1
3214,355,15,1
2898,99,12,2
3071,357,35,1
3022,99,20,1
2996,181,25,1
2926,31,10,1
2879,278,27,2
2810,221,24,2
3071,342,1,1
3263,193,9,2
2792,145,21,2
2916,74,14,2
2955,16,8,2
3155,137,24,1
2905,232,14,2
3027,248,16,2
2739,12,23,2
3026,336,26,1
3209,69,14,1
2674,210,30,2
3071,72,27,1
3019,280,18,2
2867,26,8,2
3188,29,12,1
3312,90,19,1
2639,67,20,2
2803,42,13,2
3140,95,11,1
3220,328,12,1
2959,121,4,2
3084,38,3,2
2951,335,8,2
2901,330,7,2
3034,17,13,1
3618,21,21,1
2941,351,5,2
3306,34,25,1
3171,0,11,1
2849,43,8,2
2695,18,14,2
3265,116,24,1
3196,320,11,1
3064,158,11,1
3256,7,10,2
2949,3,17,2
3275,201,17,1
3050,53,2,2
2702,47,8,2
3157,39,6,1
3004,270,7,2
3137,122,8,1
3283,131,10,2
2952,78,10,2
2712,276,36,2
2734,69,9,1
3333,208,10,1
3211,139,5,2
3097,120,9,2
3140,12,10,1
2815,17,6,2
3167,261,10,1
2953,203,21,2
2929,69,7,1
2766,34,27,2
3193,239,6,2
2535,256,11,2
3450,346,8,1
2657,100,9,2
3207,270,2,1
3147,174,17,2
2895,340,16,2
3029,75,9,2
3105,334,14,1
3157,216,11,2
2898,322,19,2
3019,32,7,2
2988,211,31,2
3001,33,11,1
3178,182,27,2
3031,53,17,2
3198,108,20,2
2982,27,14,2
2972,202,14,2
2858,29,5,1
3133,321,23,1
3069,269,13,2
3158,351,7,1
3296,3,13,1
3102,299,21,2
3288,312,7,2
2945,133,9,2
2935,348,30,1
3087,166,7,1
3277,127,5,2
3041,36,4,1
2495,353,14,2
3248,176,13,2
3144,18,3,1
2932,140,21,2
3155,60,7,2
2975,315,13,2
2537,84,7,2
2889,311,10,1
3172,356,10,1
2440,51,30,2
3199,96,7,1
2892,45,13,2
2939,6,6,2
3317,290,7,1
3154,153,15,1
3187,110,9,1
2988,113,25,1
3146,113,5,1
3146,300,11,2
2882,37,23,2
2726,224,19,2
3021,307,5,2
2971,65,10,1
3083,273,5,2
2945,216,12,2
3139,165,10,2
2965,41,16,2
3286,275,28,1
2606,100,21,2
2773,78,11,2
2988,1,12,1
2759,59,7,2
3207,281,2,1
3130,231,10,2
3033,101,5,1
3090,156,26,2
3080,96,7,2
3178,35,8,1
2757,307,14,2
2986,321,13,1
3192,153,10,1
2939,49,15,1
3227,107,14,2
3347,264,7,1
3152,55,29,1
2722,209,14,2
3204,298,9,1
3189,197,6,2
3315,297,21,1
2903,99,25,2
3251,84,9,1
3222,61,18,2
3090,117,11,1
3034,359,16,2
2655,16,15,2
3255,313,19,1
3150,54,23,1
2969,293,5,2
3065,33,8,2
2533,63,8,2
3077,47,8,1
2894,86,7,2
3060,31,12,1
3028,304,10,2
3148,173,26,2
2913,0,7,1
3060,79,12,1
2839,178,24,2
2927,51,16,2
2534,58,10,2
2623,111,20,2
2711,58,23,2
3134,209,20,2
3100,293,29,1
2930,91,14,2
3037,245,14,2
2939,15,11,1
3005,292,8,2
2914,49,4,2
3108,72,14,1
2880,346,6,2
2769,14,10,2
3249,176,15,1
3042,130,7,1
3092,105,7,2
3225,186,20,1
2784,153,23,2
2821,27,7,1
3066,73,29,1
2813,3,14,2
2820,26,19,1
3323,208,18,1
2967,176,6,2
3181,312,14,1
3216,213,18,2
2913,45,11,2
2570,125,24,2
2994,96,13,2
3236,60,23,1
3024,5,6,2
2519,78,13,2
3147,152,13,1
3163,330,15,2
3097,333,6,1
3134,202,18,1
2724,345,11,2
3025,189,13,2
3263,234,12,1
3065,38,13,1
2952,271,14,2
2906,324,17,1
3027,55,18,1
2603,48,17,2
3255,224,13,2
3007,88,19,2
2929,232,8,2
2962,338,16,2
2663,112,11,2
2919,291,13,2
2737,45,9,2
3159,60,5,1
2937,18,11,1
3277,287,6,1
3290,111,31,2
2991,313,10,1
2974,256,6,2
3129,305,6,2
3291,347,19,1
3143,207,10,1
2962,249,12,2
3043,207,19,2
3295,12,8,1
3012,32,6,2
2749,259,17,2
2695,91,12,2
2817,149,15,2
3047,265,24,2
3091,239,11,1
2751,354,28,2
3095,293,21,1
3231,136,14,2
2918,74,24,1
3275,8,9,2
3158,241,7,1
2659,182,29,2
2891,241,20,2
2774,150,8,2
2985,32,15,2
2985,350,19,2
3259,268,7,1
3036,59,8,1
3142,45,4,1
3119,117,14,2
2870,158,10,2
2850,161,10,2
2716,29,5,2
2605,35,16,2
3053,322,6,2
3065,124,2,1
2865,153,12,2
3338,154,15,1
2706,100,11,2
2618,28,19,2
3190,220,18,1
2998,162,7,2
3161,353,25,1
2982,47,8,1
2925,34,7,2
2855,54,10,2
2837,37,12,2
3323,228,20,1
3092,13,8,1
2768,5,22,2
3085,120,12,2
2813,90,4,2
3011,133,9,1
2588,11,13,2
3117,161,17,2
3041,346,19,2
2790,333,25,2
2928,30,9,2
2664,193,13,2
2955,27,7,1
2804,180,1,2
2826,83,14,2
3157,230,11,2
2910,118,23,2
2923,118,22,2
3060,6,10,2
2704,340,5,2
2637,195,17,2
2745,54,6,2
2706,344,3,2
3144,241,13,2
2936,335,13,2
2996,288,25,1
2762,63,10,2
3194,63,18,1
3033,317,13,2
3000,156,10,1
3201,307,5,1
2944,107,18,2
2963,220,21,2
3122,1,16,1
2883,61,5,2
2806,94,9,2
3199,326,5,1
3024,42,21,1
2930,79,20,1
3224,108,3,1
2502,7,17,2
2894,39,20,2
3199,32,12,1
3118,171,13,2
3189,187,8,1
2872,55,11,2
3019,63,20,1
3169,111,14,1
2954,22,11,1
2626,278,14,2
3127,309,16,1
3077,79,24,2
3289,63,15,2
2968,345,3,2
3092,249,22,2
2767,152,4,2
2916,43,8,2
3208,307,14,1
3241,91,13,1
2842,196,20,2
2935,220,25,2
3296,266,15,2
2985,88,7,2
2974,90,3,2
2831,23,7,2
3018,241,11,2
3273,305,8,2
3325,52,16,1
3045,129,20,1
3033,79,5,1
3275,247,16,2
3086,61,6,1
2698,262,2,1
2667,337,2,2
3021,63,4,2
3083,108,12,1
3223,128,32,1
2788,47,9,2
3344,272,18,1
3163,126,16,2
3027,131,10,2
2998,236,12,2
3139,109,13,1
3182,97,6,1
3270,186,6,1
3247,280,19,1
3045,11,10,1
3196,284,8,1
2916,261,18,1
3169,229,17,2
3062,246,6,1
3314,243,3,1
3416,246,19,1
2871,175,10,2
3044,257,6,2
2893,98,7,2
3283,180,1,1
2887,291,26,2
3221,16,8,1
2853,308,30,1
2778,29,7,2
2680,126,16,2
3108,13,13,1
3136,17,9,1
2841,62,5,2
2988,135,9,2
2811,52,11,2
3125,207,12,2
3032,45,14,1
3341,85,14,1
3063,2,5,1
3032,322,8,1
3107,260,4,1
3029,235,9,2
3165,120,9,2
2468,337,23,2
2755,69,4,2
2728,199,31,2
2994,336,18,2
3213,198,2,1
3187,32,12,1
3008,114,16,1
3465,31,15,1
3004,251,14,2
3216,213,13,2
3083,94,12,1
2667,0,7,2
3013,351,18,1
2576,79,2,2
3014,153,11,2
3284,261,9,2
2450,316,16,2
3136,59,7,1
3163,113,19,1
3139,113,19,1
2468,269,27,2
2905,112,25,1
3027,56,5,2
3301,96,17,1
2977,103,3,1
2968,45,5,1
2504,349,38,2
3152,297,3,1
2940,98,12,2
3434,154,10,1
2878,42,16,2
3138,99,6,1
2985,285,13,2
3261,159,15,1
2979,124,15,2
3104,297,5,1
3317,107,10,2
3344,288,17,2
2891,2,16,2
3187,64,22,1
2900,77,20,2
3004,67,21,1
3108,307,5,1
3033,279,6,1
2749,49,16,2
2842,83,15,2
3289,227,8,1
2998,172,7,2
2771,52,5,2
2550,258,8,2
2995,309,13,2
2944,155,23,2
2747,304,2,2
3025,15,7,2
3175,68,4,2
2968,25,4,2
2323,4,24,2
3193,39,3,1
2733,223,31,2
3237,10,12,1
2936,251,17,2
3028,69,12,1
2767,312,18,1
3113,41,9,1
3073,6,11,1
3062,201,12,1
3344,344,17,1
3164,2,25,1
2933,85,10,1
2879,9,6,2
2596,46,15,2
3202,81,3,1
2911,153,17,1
2828,77,9,2
2987,210,5,1
2946,148,31,2
2993,294,13,1
3254,47,11,1
2902,123,8,2
3298,293,19,1
3131,18,21,2
2919,162,2,2
2834,16,14,2
3194,104,19,2
3064,80,4,1
2800,46,13,2
2901,145,14,2
2847,300,10,1
3203,122,6,1
3117,271,20,1
3057,297,14,2
3021,27,7,1
2920,349,12,1
2959,36,6,2
2958,102,12,2
2579,58,14,2
3002,4,7,1
3041,125,13,2
3181,292,21,1
3078,342,18,2
3008,77,12,2
3006,68,29,1
2655,147,8,2
3070,7,10,1
3361,80,13,1
2681,84,12,2
3160,347,13,1
2964,114,22,2
3129,263,24,2
3186,52,11,2
3204,74,4,1
3051,154,19,1
2906,59,4,2
2797,124,11,2
2961,40,15,2
3071,214,14,2
2949,39,10,2
2962,29,2,1
3024,80,7,1
3358,96,10,1
3152,28,5,1
3281,151,29,1
2922,171,6,2
2980,141,10,2
3175,38,6,1
2870,239,28,2
3008,26,8,1
3236,179,12,2
3078,304,27,1
3163,75,13,2
3150,74,21,2
3535,97,14,1
2922,231,25,2
2942,86,13,1
2784,204,5,2
2830,325,17,2
3240,297,21,2
3063,66,18,1
2970,281,17,1
2647,131,16,2
2723,288,2,2
2576,7,20,2
2859,72,28,1
3094,236,14,1
2988,29,12,2
2564,62,19,2
3100,70,13,1
2651,64,9,2
2811,276,9,2
2995,340,10,2
3105,18,32,1
2821,59,4,1
2977,89,26,1
3026,43,19,1
3275,36,6,1
3027,168,14,1
2994,268,35,2
2781,27,15,2
3004,2,23,1
3065,334,8,1
2727,42,13,2
2650,142,12,2
3148,42,12,2
2957,107,27,1
3198,117,6,1
2965,78,14,1
3080,248,7,2
2982,197,9,2
2887,353,17,2
2997,83,10,2
3138,189,14,2
2712,164,15,2
3233,56,14,2
2936,68,8,2
2975,92,34,1
2867,312,26,2
3286,12,10,1
3320,177,16,2
3281,41,16,1
3032,20,26,2
2777,214,30,2
2939,105,11,2
3662,357,18,1
3214,198,8,1
2837,90,3,2
3308,56,16,1
3171,121,10,1
3188,109,19,2
2901,140,20,2
2782,41,11,2
2882,58,15,2
2975,39,18,1
3232,345,14,1
2986,49,9,1
2669,56,11,2
2869,347,18,1
3253,71,22,1
2795,63,13,2
2670,63,24,2
3138,171,9,2
3290,196,8,1
3211,243,3,1
3103,67,8,1
3180,115,18,1
3185,109,10,2
2770,28,50,2
3015,15,11,2
2581,59,16,2
3179,326,21,1
3224,162,6,2
3056,302,27,1
3019,332,20,2
3272,225,9,1
3355,290,10,1
3124,258,20,1
2631,55,8,1
3106,198,21,2
2925,21,16,2
3234,304,12,1
3070,219,7,1
3048,257,26,2
2805,49,13,1
2817,27,26,2
2789,285,5,2
3248,63,20,1
3165,52,8,1
3204,353,16,2
3017,279,5,2
3171,176,7,2
3085,99,9,2
2968,342,7,2
2945,40,16,2
2911,15,5,2
3273,121,18,1
2942,202,12,2
3261,76,9,1
3139,27,11,1
2554,93,13,2
2855,345,7,2
3269,22,5,2
3003,280,7,1
2720,56,22,2
3285,99,13,1
3266,330,19,1
2982,77,17,1
2892,233,24,2
3229,57,20,1
2968,119,26,2
2679,103,10,2
3153,120,17,2
3116,354,7,1
2693,346,6,2
2766,63,8,2
3085,231,13,2
3231,83,14,1
3116,160,6,2
3275,144,17,2
3130,180,12,2
3155,40,11,1
3004,70,12,2
3034,148,4,1
3179,296,21,1
3070,61,27,1
3009,247,26,2
3345,216,6,2
3225,173,14,2
2800,116,9,1
2834,110,14,1
3158,24,5,1
2965,136,15,2
3219,0,13,1
3222,113,15,1
3277,112,3,1
3212,130,13,1
3189,131,18,1
3080,338,17,1
3507,269,16,1
3133,41,11,1
2749,27,7,1
3018,15,13,2
3050,71,10,2
2952,52,3,1
3210,6,6,1
3243,11,9,1
2944,45,6,2
3210,128,3,1
3021,43,11,1
3236,354,11,1
2949,88,16,2
3188,222,7,2
2408,313,22,2
3041,356,4,2
2817,88,12,2
3058,18,7,1
3035,28,5,2
3138,50,16,1
3212,221,9,2
2991,63,9,2
2803,31,20,2
2995,98,20,2
2942,70,11,2
3127,157,7,2
3210,333,20,1
2674,174,14,2
3216,225,11,1
3296,153,7,1
3204,4,25,1
3195,107,17,1
3295,274,7,1
3133,157,12,2
3031,221,14,1
3094,354,10,1
3191,92,5,1
3037,171,5,2
2597,73,14,2
2993,275,10,1
3011,176,7,2
3105,230,7,2
3084,327,13,1
3159,108,8,2
2998,72,18,1
2658,37,22,1
3050,102,13,1
3245,290,13,1
2860,93,10,2
3056,199,24,2
3149,319,16,1
2916,351,11,2
2607,175,11,2
2991,15,14,2
3231,165,14,1
3212,73,10,2
3160,292,10,2
3073,52,17,1
2627,103,14,2
3014,33,18,1
2995,233,14,2
2818,68,11,2
2858,19,12,2
2965,23,5,2
3110,138,14,2
3402,291,15,1
3266,165,13,1
3282,236,11,1
3093,60,17,1
3118,289,17,1
2834,89,12,2
3245,15,8,1
3088,255,27,2
3224,303,27,1
3037,105,16,1
2911,139,10,2
2932,228,7,1
2817,115,23,2
3044,358,17,1
3196,289,20,1
2591,212,27,2
2929,76,11,2
2540,217,17,2
2913,82,12,2
3111,265,11,1
3430,205,12,1
2926,117,2,1
3024,8,7,2
2880,68,21,2
2992,17,12,2
2971,47,17,2
2888,180,9,2
2814,347,30,2
2605,334,15,2
2966,9,8,1
3330,68,35,1
3208,324,14,1
3249,122,14,1
2991,97,6,2
2726,202,7,2
2765,79,5,2
2768,77,17,2
3213,94,7,1
2975,324,19,2
2979,108,3,2
3227,179,31,2
3152,147,11,1
3067,331,2,2
3104,140,14,1
2892,39,16,2
3028,326,5,1
3048,135,6,2
2949,115,10,2
3110,110,12,1
3130,315,29,1
3046,2,11,1
2969,230,7,2
3045,160,13,1
2952,207,11,2
2804,28,6,2
3021,113,7,1
3222,180,3,1
3021,26,16,1
2977,144,4,1
3103,24,32,1
3182,65,4,1
3006,148,18,2
3318,299,7,1
3290,135,11,2
3031,347,21,2
2913,331,21,2
3057,58,4,2
3143,246,14,2
2924,316,18,2
2975,250,5,2
2975,22,10,2
2762,127,7,2
2645,125,8,2
2872,120,15,2
2919,312,25,1
3197,308,21,1
2506,61,12,2
2788,26,8,1
3279,316,14,2
3066,306,25,2
3006,92,5,2
3002,103,3,2
3123,224,14,2
3215,61,11,1
2972,128,8,1
2986,311,10,1
3204,196,8,2
2916,18,8,2
3191,333,6,1
2956,40,8,2
3067,149,15,2
2994,354,10,2
3027,98,10,1
2497,269,20,2
3086,163,5,1
3245,97,10,1
3250,36,6,2
3152,195,12,1
2950,338,11,2
2664,2,18,2
3017,81,3,2
3029,97,4,2
2942,87,14,1
2997,215,10,1
2688,147,11,2
2880,185,10,2
3250,185,15,1
3197,52,21,2
2816,206,23,2
3070,136,19,2
3077,64,15,1
3051,128,14,1
2724,7,15,2
3211,149,12,2
3119,67,13,1
3336,80,13,1
3071,0,14,1
2894,117,2,2
2786,30,7,2
3145,16,11,1
3144,329,11,2
3081,88,20,1
3008,286,34,2
3161,333,8,1
3065,102,15,2
3083,124,2,2
3165,353,13,1
2895,171,17,2
2670,18,13,2
3613,358,18,1
2868,344,15,2
2932,74,9,2
2922,61,14,2
3059,18,11,1
2932,64,12,2
2719,73,8,2
2876,1,26,2
3158,8,12,1
3014,225,8,2
2807,323,21,2
2880,36,10,2
2965,154,23,2
2804,134,26,2
2946,27,8,1
3072,343,5,2
3238,215,11,1
3126,140,8,2
3249,268,19,2
2922,350,11,1
3047,296,15,2
2802,144,14,2
3011,206,18,2
3201,155,16,1
2832,68,4,2
2759,140,17,2
3327,176,22,2
3001,8,7,2
3034,197,10,2
2604,83,13,2
3269,307,16,2
3100,121,29,1
2967,36,4,2
3008,245,16,2
3188,126,14,1
3008,57,11,2
3266,286,10,2
3225,124,17,1
3049,45,6,2
2717,310,24,1
2791,118,10,2
3155,23,10,1
2645,225,33,2
2816,5,10,2
3226,268,23,1
2985,288,9,2
3129,129,16,2
2779,32,13,2
3096,342,30,2
2906,181,24,2
3046,214,18,2
2859,278,28,2
2939,155,20,2
2850,311,10,2
2741,74,25,2
3214,141,12,1
3374,325,10,2
2945,42,11,2
2964,39,14,2
3086,320,16,1
2902,339,18,2
3003,187,8,1
3503,35,21,1
2873,112,11,1
3032,320,26,2
2810,305,15,1
2777,336,24,2
3387,156,16,1
2508,64,26,2
3067,128,8,1
3060,351,17,1
2949,111,26,2
2532,16,3,2
3253,39,10,1
3513,279,17,1
2497,329,14,2
3040,8,12,1
2962,230,16,2
3187,207,4,2
3123,131,5,1
3281,110,20,1
2879,224,29,2
3629,19,20,1
3149,32,8,2
2705,123,16,2
2923,69,13,2
2877,64,26,1
3357,308,25,1
2758,3,16,1
2736,25,22,1
3008,348,21,1
3264,263,19,1
2535,0,13,2
3279,294,6,1
3255,72,11,2
2889,130,12,2
2807,282,43,2
3000,107,7,1
2884,129,31,2
3080,268,25,2
2741,95,18,2
2590,63,23,2
3031,298,8,2
3360,87,13,1
2855,54,23,2
2925,150,21,2
2771,78,29,2
3330,339,19,1
2988,63,7,2
3036,165,13,1
2947,103,11,2
3079,258,13,2
3253,126,8,2
2821,55,8,2
2896,108,21,1
2883,98,21,2
3022,194,8,2
2666,130,22,2
2778,356,9,2
3076,128,6,1
2900,332,14,2
3216,215,4,2
3067,198,12,1
2861,17,13,2
3220,107,8,2
2905,251,17,2
3095,35,18,2
3179,198,6,1
2691,121,4,2
3014,18,15,2
2900,146,5,2
3269,339,14,2
3054,91,10,2
3166,115,18,1
3228,142,18,1
3280,5,3,2
3170,16,10,1
2541,76,21,2
2828,330,9,2
2709,40,25,1
2753,77,16,1
3254,117,20,1
3240,61,21,2
3106,294,30,1
2535,27,5,2
2894,320,20,2
3024,346,10,2
3200,87,9,1
2898,349,14,2
3132,42,19,1
2941,358,11,2
3223,125,16,1
3241,121,3,1
3023,301,4,2
3008,94,3,2
2664,211,15,1
3234,105,3,1
2991,36,21,1
3122,20,13,2
3284,9,9,1
2616,175,3,2
3290,50,24,1
3008,183,5,1
2712,4,15,2
3058,201,7,1
3171,42,12,1
3173,43,28,1
3183,334,13,1
3168,59,13,1
3091,170,8,2
3069,126,11,2
3065,39,3,1
3032,280,13,2
2972,135,10,2
3196,270,4,2
2936,309,12,2
3374,291,21,1
2765,226,26,2
2877,140,8,2
3234,45,3,1
2610,217,14,2
2985,93,27,2
3030,137,10,1
3155,349,18,2
2974,287,10,2
2784,117,15,2
3444,15,13,1
3129,323,18,1
2984,331,9,2
3124,274,9,2
3008,152,8,2
2604,10,19,2
2748,315,17,2
3248,204,18,1
3185,29,5,1
3292,128,8,2
3265,99,14,2
3129,93,14,1
3067,7,18,1
3222,19,11,1
3142,313,12,2
3050,240,15,1
2983,31,6,1
3192,25,13,1
3050,32,7,1
2906,123,11,2
2812,70,10,2
2761,164,23,2
3150,31,14,1
2795,312,11,2
2961,62,5,2
2873,79,23,2
2903,333,8,2
2936,35,15,1
2959,90,11,2
2822,68,15,2
3092,307,19,1
2564,272,19,2
2968,344,9,1
3258,310,19,1
2645,154,22,2
2983,308,19,1
3105,136,15,1
2910,70,11,2
3277,107,19,1
2752,49,25,2
3070,39,6,2
3212,194,19,1
2779,29,9,2
2715,120,36,2
3339,338,21,1
2742,82,8,2
3105,90,3,1
3014,87,28,2
2940,351,23,2
3114,294,25,1
2800,7,8,1
3010,151,30,2
2908,67,25,1
2711,211,37,2
2727,11,11,2
3186,47,12,2
3027,328,17,2
3261,99,11,2
3360,281,14,1
3214,140,16,1
3063,52,15,1
3179,351,6,1
3250,159,22,1
3048,162,10,2
3110,102,16,2
2997,81,28,1
3233,72,8,1
3182,329,21,1
2897,33,27,2
3276,93,26,1
2627,180,6,2
2594,10,4,2
2949,277,12,2
3098,286,17,1
2741,56,14,2
2915,252,25,2
2992,118,10,2
3012,21,4,2
2985,184,15,1
3290,42,18,1
2728,315,5,2
2885,119,23,2
2948,236,38,1
3064,215,11,2
2723,359,13,2
3402,309,7,1
3000,27,6,2
2815,198,23,2
2610,40,4,2
3182,306,4,1
3276,129,15,1
3214,257,10,1
2984,261,12,1
2999,152,21,1
3011,13,8,2
3260,30,13,2
3103,335,8,1
2615,63,11,2
